location,bedrooms,bathrooms,price,site
Kitisuru,2,2,75000,Property24
Lavington,2,1,55000,Property24
Kilimani,1,1,55000,Property24
Kileleshwa,2,3,80000,Property24
Mountain View,2,2,150000,Property24
Westlands,3,4,160000,Property24
Westlands,3,3,150000,Property24
Syokimau,3,2,40000,Property24
Westlands,1,1,190000,Property24
Westlands,4,4,160000,Property24
Westlands,2,2,200000,Property24
Kilimani,3,2,65000,Property24
Westlands,1,2,130000,Property24
Kilimani,2,2,85000,Property24
Westlands,3,3,330000,Property24
Kilimani,3,3,85000,Property24
South C,2,2,45000,Property24
Ngong Rd,1,1,25000,Property24
Westlands,4,4,450000,Property24
Parklands,2,2,170000,Property24
Kileleshwa,2,2,60000,Property24
Riverside,1,1,80000,Property24
Lavington,3,2,90000,Property24
Westlands,3,4,140000,Property24
Kilimani,3,2,75000,Property24
Ngong Rd,1,1,18000,Property24
Westlands,3,3,270000,Property24
Lavington,4,2,400000,Property24
Kileleshwa,2,2,160000,Property24
Langata,2,1,35000,Property24
Syokimau,3,4,65000,Property24
Kilimani,2,3,100000,Property24
Nairobi West,2,1,46000,Property24
Lavington,1,2,110000,Property24
Westlands,2,2,160000,Property24
Kilimani,1,1,60000,Property24
Lavington,3,4,130000,Property24
Kileleshwa,2,2,100000,Property24
Lavington,2,2,150000,Property24
Kilimani,4,3,290000,Property24
Lavington,3,3,90000,Property24
Riverside,4,4,450000,Property24
Lavington,3,3,280000,Property24
Westlands,4,3,135000,Property24
Milimani,3,2,70000,Property24
Westlands,3,2,120000,Property24
Kilimani,3,3,250000,Property24
Langata,2,1,36000,Property24
Kitisuru,2,2,75000,Property24
Kileleshwa,3,4,85000,Property24
Parklands,3,3,250000,Property24
Kilimani,3,3,120000,Property24
Gigiri,3,3,250000,Property24
Kileleshwa,1,1,50000,Property24
Kileleshwa,3,3,90000,Property24
Kilimani,3,3,260000,Property24
Westlands,3,3,130000,Property24
Westlands,3,3,130000,Property24
Westlands,4,4,220000,Property24
Westlands,4,4,220000,Property24
Westlands,3,3,130000,Property24
Rosslyn,3,3,220000,Property24
Westlands,3,3,300000,Property24
Westlands,3,3,160000,Property24
Kilimani,1,1,100000,Property24
Kileleshwa,3,2,85000,Property24
Riverside,3,4,230000,Property24
Lavington,2,2,120000,Property24
Kileleshwa,3,3,85000,Property24
Kileleshwa,3,5,150000,Property24
Kileleshwa,3,5,150000,Property24
Kilimani,3,3,220000,Property24
Kileleshwa,3,3,150000,Property24
Kilimani,3,4,130000,Property24
Lavington,3,4,80000,Property24
Kileleshwa,2,2,90000,Property24
Mombasa Rd,2,2,55000,Property24
Westlands,3,3,320000,Property24
Ngong Rd,2,1,31000,Property24
Kilimani,3,3,115000,Property24
Lavington,3,4,150000,Property24
Riverside,3,3,150000,Property24
Lavington,3,3,70000,Property24
Ngong Rd,1,1,30000,Property24
Kilimani,2,2,200000,Property24
Westlands,3,3,160000,Property24
Kileleshwa,5,5,120000,Property24
Lower Kabete,1,1,55000,Property24
Lavington,3,4,130000,Property24
Kilimani,1,1,60000,Property24
Kilimani,3,2,90000,Property24
Rosslyn,4,4,300000,Property24
Kilimani,2,2,60000,Property24
Westlands,1,1,150000,Property24
Ngong Rd,1,1,25000,Property24
Milimani,3,2,70000,Property24
Lavington,4,5,250000,Property24
Westlands,3,3,330000,Property24
Langata,2,2,48000,Property24
Kilimani,3,4,130000,Property24
Westlands,1,1,45000,Property24
Lower Kabete,3,4,200000,Property24
Westlands,3,3,330000,Property24
Langata,1,1,25000,Property24
Kilimani,2,3,75000,Property24
Kilimani,2,2,85000,Property24
Parklands,3,3,250000,Property24
Ngong Rd,2,1,30000,Property24
Westlands,2,2,60000,Property24
Parklands,3,3,250000,Property24
Kilimani,3,3,120000,Property24
Kitisuru,2,2,75000,Property24
Kileleshwa,3,3,105000,Property24
Lavington,3,3,90000,Property24
Kileleshwa,3,3,95000,Property24
Kilimani,1,1,50000,Property24
Kilimani,3,2,110000,Property24
Parklands,3,3,250000,Property24
Westlands,4,4,550000,Property24
Kilimani,3,3,110000,Property24
Westlands,3,3,250000,Property24
Kitisuru,1,1,26000,Property24
Westlands,3,3,170000,Property24
Riverside,4,5,120000,Property24
Kilimani,3,4,100000,Property24
Westlands,3,3,250000,Property24
Parklands,3,3,240000,Property24
South B,2,2,37000,Property24
Riverside,2,2,195000,Property24
Westlands,4,4,265000,Property24
Westlands,3,3,400000,Property24
Westlands,2,2,100000,Property24
Riverside,4,4,250000,Property24
Westlands,1,1,70000,Property24
Riverside,3,3,100000,Property24
Upper Hill,2,1,57000,Property24
Ngong Rd,2,1,50000,Property24
Madaraka,2,1,45000,Property24
Lavington,4,4,160000,Property24
Lavington,3,3,95000,Property24
Ngong Rd,3,2,66000,Property24
Lavington,3,3,90000,Property24
Kileleshwa,4,4,170000,Property24
Kilimani,1,2,90000,Property24
Kilimani,2,2,65000,Property24
Riverside,3,2,110000,Property24
Kilimani,2,2,70000,Property24
Westlands,3,3,120000,Property24
Ngong Rd,1,1,20000,Property24
Kilimani,4,3,130000,Property24
Kilimani,3,3,80000,Property24
Kilimani,3,2,65000,Property24
Westlands,3,2,21000,Property24
Westlands,1,1,75000,Property24
Ngong Rd,1,4,19500,Property24
Westlands,1,1,45000,Property24
Kilimani,1,1,45000,Property24
Ruaka,2,1,28000,Property24
Kilimani,2,1,60000,Property24
South B,1,1,18000,Property24
Karen,2,2,45000,Property24
Kilimani,3,3,80000,Property24
Kilimani,3,3,100000,Property24
Westlands,2,2,150000,Property24
Kilimani,3,3,115000,Property24
Kilimani,2,2,55000,Property24
Lavington,1,1,60000,Property24
Kileleshwa,4,4,140000,Property24
Kilimani,2,2,60000,Property24
Peponi,3,3,250000,Property24
Ruaka,2,2,30000,Property24
Langata,1,1,28000,Property24
Lavington,3,3,140000,Property24
Riverside,3,3,450000,Property24
Lavington,3,3,100000,Property24
Lavington,3,3,100000,Property24
Lavington,2,2,90000,Property24
Lavington,4,4,160000,Property24
Langata,1,1,25000,Property24
Lavington,2,1,65000,Property24
South B,3,2,60000,Property24
Ngong Rd,1,1,25000,Property24
Kilimani,3,3,85000,Property24
Kilimani,2,2,160000,Property24
Lavington,2,2,75000,Property24
Ngong Rd,2,1,45000,Property24
Kileleshwa,2,2,65000,Property24
Ngong Rd,1,1,27000,Property24
Kileleshwa,2,1,50000,Property24
Kilimani,2,2,70000,Property24
Kilimani,2,2,270000,Property24
Kilimani,2,2,270000,Property24
Lavington,2,2,67000,Property24
South B,3,2,65000,Property24
Westlands,4,4,100000,Property24
Kilimani,3,3,80000,Property24
Ngong Rd,2,2,65000,Property24
Madaraka,2,2,46000,Property24
Syokimau,3,2,35000,Property24
Lavington,3,2,65000,Property24
Kileleshwa,3,3,150000,Property24
Spring Valley,2,2,200000,Property24
Woodley,2,2,50000,Property24
Ngong Rd,2,1,29000,Property24
Kilimani,2,2,65000,Property24
Lavington,3,3,140000,Property24
Lavington,4,4,160000,Property24
Westlands,3,3,80000,Property24
Kileleshwa,1,1,65000,Property24
Lavington,3,2,75000,Property24
Westlands,3,2,250000,Property24
Parklands,1,1,30000,Property24
Lavington,3,3,140000,Property24
Westlands,2,3,120000,Property24
Westlands,2,1,40000,Property24
Kileleshwa,1,1,50000,Property24
Kitisuru,2,3,1700,Property24
Kilimani,1,1,70000,Property24
Westlands,4,4,225000,Property24
Lavington,3,3,100000,Property24
Kilimani,3,2,85000,Property24
Westlands,4,3,250000,Property24
Lavington,3,3,75000,Property24
South C,2,2,48000,Property24
Westlands,4,4,450000,Property24
South B,2,2,45000,Property24
Langata,3,2,45000,Property24
Kileleshwa,4,5,150000,Property24
Westlands,2,1,20000,Property24
Kilimani,2,2,270000,Property24
South B,2,2,38000,Property24
Kilimani,2,2,65000,Property24
Kilimani,2,2,75000,Property24
Lavington,2,2,58500,Property24
Riverside,2,2,250000,Property24
South B,2,2,35000,Property24
Kilimani,2,2,65000,Property24
Kilimani,2,3,130000,Property24
Kileleshwa,2,2,150000,Property24
Lavington,2,1,65000,Property24
Kilimani,2,3,90000,Property24
Kileleshwa,3,3,140000,Property24
Kilimani,3,2,95000,Property24
Westlands,3,3,170000,Property24
Kileleshwa,2,2,75000,Property24
Syokimau,1,1,15000,Property24
Riverside,3,3,110000,Property24
Kilimani,2,2,65000,Property24
Westlands,1,2,100000,Property24
Westlands,2,2,50000,Property24
Kilimani,1,1,65000,Property24
Uthiru,2,2,20000,Property24
Westlands,3,4,150000,Property24
Lavington,3,3,80000,Property24
Lavington,3,1,75000,Property24
Westlands,2,3,150000,Property24
Parklands,3,3,250000,Property24
South C,3,2,55000,Property24
South B,3,2,55000,Property24
Langata,3,2,50000,Property24
South B,3,2,55000,Property24
Kileleshwa,3,3,100000,Property24
Lavington,3,3,120000,Property24
Upper Hill,3,2,65000,Property24
Ngong Rd,2,1,55000,Property24
Lavington,3,4,120000,Property24
Langata,2,1,45000,Property24
Westlands,2,2,180000,Property24
Syokimau,3,2,35000,Property24
Kileleshwa,3,4,140000,Property24
Westlands,4,5,300000,Property24
Ngong Rd,3,2,65000,Property24
Madaraka,3,2,50000,Property24
Garden Estate,2,2,70000,Property24
Kileleshwa,3,3,110000,Property24
Westlands,3,3,250000,Property24
Riverside,3,3,375000,Property24
Langata,3,2,45000,Property24
Westlands,4,3,170000,Property24
Kileleshwa,3,3,130000,Property24
Westlands,2,2,200000,Property24
Parklands,2,2,40000,Property24
Lavington,3,2,140000,Property24
Lavington,2,2,60000,Property24
Kilimani,3,3,120000,Property24
Ngong Rd,2,2,80000,Property24
Kilimani,3,2,90000,Property24
Riverside,1,1,80000,Property24
Nairobi West,2,1,38000,Property24
Nairobi West,2,1,38000,Property24
Kilimani,3,4,85000,Property24
Kilimani,3,3,180000,Property24
Kilimani,3,2,75000,Property24
Ngong Rd,3,2,70000,Property24
Lavington,5,3,280000,Property24
Kilimani,1,1,100000,Property24
Ngong Rd,3,1,55000,Property24
Kileleshwa,1,1,40000,Property24
Kilimani,1,1,80000,Property24
Lavington,3,3,140000000,Property24
Westlands,3,3,140000,Property24
Ngong Rd,1,1,20000,Property24
Westlands,2,2,70000,Property24
Lavington,3,4,95000,Property24
Westlands,2,2,55000,Property24
Langata,1,1,25000,Property24
Upper Hill,2,2,70000,Property24
Westlands,2,2,200000,Property24
Ngong Rd,2,2,50000,Property24
Kilimani,2,2,200000,Property24
Westlands,2,2,100000,Property24
South B,2,1,45000,Property24
Lavington,3,2,100000,Property24
Westlands,2,2,80000,Property24
Lavington,3,3,130000,Property24
Kilimani,2,2,70000,Property24
Kileleshwa,2,2,70000,Property24
Kileleshwa,2,2,110000,Property24
Kileleshwa,4,3,70000,Property24
Ngong Rd,1,1,25000,Property24
Rosslyn,3,3,220000,Property24
Parklands,2,2,70000,Property24
Westlands,3,3,130000,Property24
Westlands,3,2,100000,Property24
Muthaiga,2,2,160000,Property24
Ngong Rd,3,1,55000,Property24
Garden Estate,2,2,90000,Property24
Westlands,3,3,140000,Property24
Kilimani,3,3,180000,Property24
Westlands,2,2,130000,Property24
Westlands,3,2,100000,Property24
Kilimani,3,3,80000,Property24
Westlands,3,3,170000,Property24
Rosslyn,2,2,270000,Property24
Kileleshwa,4,4,300000,Property24
Westlands,3,3,170000,Property24
Westlands,2,2,150000,Property24
Westlands,3,3,120000,Property24
Langata,1,1,27500,Property24
Kileleshwa,3,2,100000,Property24
Kileleshwa,1,1,45000,Property24
Kilimani,5,5,110000,Property24
Westlands,4,4,190000,Property24
Westlands,2,2,130000,Property24
Westlands,4,4,270000,Property24
Westlands,1,1,110000,Property24
Westlands,2,2,95000,Property24
Lavington,3,3,80000,Property24
Muthaiga,2,2,160000,Property24
Kileleshwa,1,1,60000,Property24
Ngong Rd,1,2,45000,Property24
Kilimani,3,4,80000,Property24
Kileleshwa,2,1,70000,Property24
Kileleshwa,3,3,28000,Property24
Lavington,3,3,110000,Property24
Rosslyn,2,2,270000,Property24
Rosslyn,2,2,270000,Property24
Westlands,1,1,120000,Property24
Kilimani,2,2,90000,Property24
Ngong Rd,1,1,25000,Property24
Ruaka,2,1,25000,Property24
Kileleshwa,2,3,70000,Property24
Lavington,3,3,70000,Property24
Westlands,3,3,330000,Property24
Kileleshwa,3,2,100000,Property24
Westlands,2,2,200000,Property24
Westlands,2,2,180000,Property24
Westlands,2,2,200000,Property24
Westlands,2,2,125000,Property24
Westlands,2,3,150000,Property24
Lavington,3,3,140000,Property24
Lavington,3,3,100000,Property24
Rosslyn,2,2,170000,Property24
Westlands,2,2,220000,Property24
Westlands,3,3,330000,Property24
Kilimani,2,2,65000,Property24
Westlands,2,2,100000,Property24
Upper Hill,3,3,90000,Property24
Kileleshwa,3,3,120000,Property24
Lavington,3,3,140000,Property24
Riverside,2,2,75000,Property24
Westlands,4,4,200000,Property24
Westlands,3,4,85000,Property24
Kilimani,2,1,70000,Property24
Parklands,3,3,275000,Property24
Westlands,1,1,150000,Property24
Westlands,2,2,150000,Property24
Riverside,3,3,130000,Property24
Kilimani,3,3,160000,Property24
Kilimani,4,5,150000,Property24
Lavington,2,2,100000,Property24
Uthiru,3,2,60000,Property24
Kilimani,3,3,120000,Property24
Hurlingham,3,3,80000,Property24
Kileleshwa,2,2,140000,Property24
Kileleshwa,3,3,100000,Property24
Lavington,2,2,150000,Property24
Kilimani,4,4,160000,Property24
Westlands,2,2,75000,Property24
Westlands,3,3,100000,Property24
Lavington,3,4,130000,Property24
Kileleshwa,3,2,85000,Property24
Kileleshwa,3,3,80000,Property24
Kileleshwa,3,2,65000,Property24
Kileleshwa,3,3,130000,Property24
Rosslyn,3,3,340000,Property24
Riverside,4,4,450000,Property24
Lavington,4,5,300000,Property24
Westlands,2,2,270000,Property24
Ruaka,2,2,40000,Property24
Kilimani,3,1,85000,Property24
Riverside,3,3,190000,Property24
Westlands,2,1,46000,Property24
Kilimani,3,4,180000,Property24
Lavington,3,4,120000,Property24
Kilimani,3,3,90000,Property24
Westlands,4,2,450000,Property24
Kilimani,3,4,200000,Property24
Kileleshwa,3,3,150000,Property24
Rosslyn,3,3,220000,Property24
Lavington,3,3,110000,Property24
Westlands,3,3,330000,Property24
Kilimani,3,3,102000,Property24
Kilimani,3,3,110000,Property24
Riverside,3,3,200000,Property24
Ruaraka,3,3,130000,Property24
Kilimani,3,3,170000,Property24
Ruaka,1,1,26000,Property24
Ngong Rd,1,1,36000,Property24
Mountain View,3,3,55000,Property24
Lavington,3,3,100000,Property24
Westlands,2,2,120000,Property24
Lavington,3,3,80000,Property24
Lavington,3,3,95000,Property24
Westlands,2,2,270000,Property24
Westlands,3,3,95000,Property24
Lavington,3,2,95000,Property24
South B,3,1,55000,Property24
Lavington,3,2,110000,Property24
Rosslyn,2,2,270000,Property24
Kilimani,3,4,120000,Property24
Lavington,3,3,110000,Property24
Ruaraka,2,2,100000,Property24
Kilimani,3,2,95000,Property24
Westlands,2,3,150000,Property24
Riverside,2,2,250000,Property24
Kileleshwa,3,4,85000,Property24
Langata,2,1,38000,Property24
Riverside,3,3,400000,Property24
Kilimani,2,1,90000,Property24
Lavington,3,2,70000,Property24
Westlands,2,2,210000,Property24
Parklands,3,3,280000,Property24
Kilimani,2,2,70000,Property24
Westlands,3,3,175000,Property24
Spring Valley,2,2,250000,Property24
Riverside,3,4,250000,Property24
Westlands,3,3,170000,Property24
Westlands,3,3,330000,Property24
Westlands,2,2,150000,Property24
Westlands,2,3,250000,Property24
Kileleshwa,4,4,325000,Property24
Riverside,3,3,350000,Property24
Ruaka,1,1,20000,Property24
Kileleshwa,3,3,95000,Property24
Lavington,4,4,25000000,Property24
Kileleshwa,3,4,80000,Property24
Kileleshwa,2,2,75000,Property24
Garden Estate,2,2,79000,Property24
Westlands,2,2,200000,Property24
Parklands,3,3,280000,Property24
Riverside,4,4,450000,Property24
Westlands,1,1,8000,Property24
Westlands,3,3,330000,Property24
Westlands,4,4,450000,Property24
Ngong Rd,2,1,35000,Property24
Westlands,3,3,85000,Property24
Syokimau,4,4,60000,Property24
Westlands,3,3,330000,Property24
Kilimani,1,1,70000,Property24
Westlands,2,2,200000,Property24
Uthiru,3,2,35000,Property24
Westlands,3,3,330000,Property24
Kileleshwa,4,4,140000,Property24
Westlands,3,3,330000,Property24
Westlands,2,2,130000,Property24
Riverside,3,3,350000,Property24
Kileleshwa,2,2,85000,Property24
Garden Estate,1,1,64000,Property24
Loresho,2,2,68000,Property24
Westlands,4,4,160000,Property24
Westlands,3,3,330000,Property24
Kilimani,1,2,55000,Property24
Kilimani,2,2,60000,Property24
Rosslyn,3,3,300000,Property24
Garden Estate,3,3,15700000,Property24
Ngong Rd,1,1,35000,Property24
Ngong Rd,2,1,45000,Property24
Kileleshwa,4,3,80000,Property24
Kileleshwa,3,3,85000,Property24
Westlands,1,1,70000,Property24
Westlands,2,2,200000,Property24
Kileleshwa,1,1,60000,Property24
Westlands,4,4,170000,Property24
Kilimani,3,3,80000,Property24
Riverside,2,3,75000,Property24
Kilimani,3,3,110000,Property24
Kilimani,2,2,80000,Property24
Riverside,4,4,450000,Property24
Westlands,3,3,350000,Property24
Kilimani,2,2,65000,Property24
Lavington,4,3,78000,Property24
Westlands,2,2,200000,Property24
Lavington,3,3,85000,Property24
Westlands,1,1,90000,Property24
Woodley,3,3,65000,Property24
Westlands,2,2,200000,Property24
Westlands,3,3,120000,Property24
Kileleshwa,1,2,120000,Property24
Lavington,3,2,75000,Property24
Westlands,3,3,320000,Property24
Lavington,3,2,65000,Property24
Westlands,3,3,330000,Property24
Garden Estate,2,2,13600000,Property24
Kileleshwa,3,3,70000,Property24
Lavington,3,3,110000,Property24
Loresho,3,4,85000,Property24
Lavington,3,3,110000,Property24
Westlands,2,2,130000,Property24
Lavington,2,2,68000,Property24
Lavington,2,2,170000,Property24
Ruaraka,2,2,180000,Property24
Kileleshwa,4,5,150000,Property24
Westlands,2,2,130000,Property24
Garden Estate,3,3,104000,Property24
Westlands,3,3,115000,Property24
Lavington,3,3,100000,Property24
Kilimani,2,3,70000,Property24
Riverside,1,1,150000,Property24
Westlands,1,1,100000,Property24
Westlands,3,3,150000,Property24
Ngong Rd,3,2,60000,Property24
Kileleshwa,3,3,85000,Property24
Kileleshwa,4,4,95000,Property24
Garden Estate,3,3,120000,Property24
Kilimani,2,2,65000,Property24
Lavington,2,2,65000,Property24
Kilimani,2,2,55000,Property24
Kileleshwa,3,3,190000,Property24
Kileleshwa,3,3,250000,Property24
Mountain View,3,3,65000,Property24
Kilimani,3,2,70000,Property24
Kileleshwa,3,4,120000,Property24
Garden Estate,2,2,180000,Property24
Westlands,2,2,120000,Property24
Westlands,2,2,130000,Property24
Rosslyn,3,3,350000,Property24
Westlands,1,1,150000,Property24
Kilimani,3,3,85000,Property24
Riverside,4,3,130000,Property24
Ngong Rd,1,1,20000,Property24
Westlands,2,2,125000,Property24
Westlands,1,1,160000,Property24
Westlands,3,1,75000,Property24
Kilimani,2,2,65000,Property24
Westlands,2,2,86000,Property24
Lavington,2,2,70000,Property24
Westlands,2,2,90000,Property24
Kileleshwa,3,3,85000,Property24
Kilimani,3,3,180000,Property24
Kilimani,2,1,60000,Property24
Kileleshwa,3,3,300000,Property24
Lavington,3,3,96000,Property24
Riverside,3,3,150000,Property24
Lavington,3,4,120000,Property24
Kileleshwa,3,3,170000,Property24
Kabete,2,1,35000,Property24
Lavington,4,3,170000,Property24
Westlands,3,3,160000,Property24
Uthiru,2,1,30000,Property24
Westlands,1,2,65000,Property24
Riverside,4,4,115000,Property24
Westlands,2,2,125000,Property24
Lavington,3,3,100000,Property24
Kilimani,4,4,140000,Property24
Kilimani,2,1,130000,Property24
Lavington,3,2,90000,Property24
Kileleshwa,2,2,85000,Property24
Riverside,3,4,200000,Property24
Kilimani,2,2,100000,Property24
Lavington,3,4,100000,Property24
Ngong Rd,1,1,35000,Property24
Westlands,3,3,220000,Property24
Lavington,3,2,100000,Property24
Westlands,4,4,250000,Property24
Westlands,4,3,450000,Property24
Hurlingham,1,1,140000,Property24
Ngong Rd,2,1,40000,Property24
Kileleshwa,3,3,75000,Property24
Riruta,2,2,25000,Property24
Riverside,4,4,300000,Property24
Ngong Rd,1,1,25000,Property24
Langata,2,1,38000,Property24
Westlands,3,3,75000,Property24
Ngong Rd,4,4,55000,Property24
Ngara,2,2,40000,Property24
Kileleshwa,3,3,130000,Property24
Kileleshwa,3,3,110000,Property24
Ngong Rd,1,1,19000,Property24
Kahawa West,3,3,65000,Property24
Westlands,3,4,120000,Property24
Kitisuru,2,3,250000,Property24
