bathrooms,bedrooms,external_features,internal_features,location,nearby,price,title
2,2,"Wheelchair Access,Borehole,Swimming Pool,Electric Fence,CCTV,Parking,Lift/Elevator,Balcony,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kilimani,"Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",250000,Furnished 2 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,School",250000,Furnished 2 Bed Apartment with En Suite in Kileleshwa
3,3,"Balcony,Gym,Lift/Elevator,CCTV,Parking,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Gated Community","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet","Nyali Area, Nyali","Bus Stop,Golf Course,Hospital,School,Shopping Centre",120000,3 Bed Apartment with En Suite in Nyali Area
2,3,"CCTV,Balcony,Parking,Electric Fence,Swimming Pool","En Suite,Walk In Closet,Service Charge Included","kileleshwa, Kileleshwa","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",85000,3 Bed Apartment with En Suite at Kileleshwa
3,3,"Balcony,Gym,Parking,Lift/Elevator,CCTV,Swimming Pool","Alarm,En Suite,Backup Generator,Fibre Internet","Riverside, Westlands","Bus Stop,Shopping Centre,Hospital,School",300000,3 Bed Apartment with En Suite in Riverside
5,5,"BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Kids Play Area,Gym,Balcony,Staff Quarters,Swimming Pool","En Suite,Fibre Internet,Walk In Closet,Service Charge Included","General Mathenge, 01, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",350000,5 Bed Apartment with En Suite at General Mathenge
3,3,"Borehole,Garden,Wheelchair Access,Swimming Pool,Electric Fence,CCTV,Parking,Lift/Elevator,Balcony,Gym,Kids Play Area","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kilimani,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",260000,Furnished 3 Bed Apartment with En Suite in Kilimani
5,5,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Gym,Gated Community,Staff Quarters,Swimming Pool","En Suite,Fibre Internet,Backup Generator,Walk In Closet,Service Charge Included,Alarm","General Mathenge, Westlands Area, Westlands","Golf Course,Hospital,Scenic View,Bus Stop,Shopping Centre",350000,5 Bed Apartment with En Suite at General Mathenge
3,3,"Balcony,Gym,Lift/Elevator,BBQ,CCTV,Parking,Electric Fence,Swimming Pool,Garden,Wheelchair Access","Fibre Internet,Furnished,En Suite,Backup Generator,Walk In Closet,Alarm,Service Charge Included","City Park drive, Parklands, Westlands",,350000,Furnished 3 Bed Apartment with En Suite at City Park Drive
2,3,"Balcony,CCTV,Electric Fence,Parking","En Suite,Walk In Closet,Service Charge Included","kileleshwa, Kileleshwa","Bus Stop,Shopping Centre,Golf Course,Hospital,Scenic View,School",85000,3 Bed Apartment with En Suite at Kileleshwa
2,1,"Balcony,CCTV,Electric Fence,Borehole,Garden,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator,Gym,Gated Community","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Service Charge Included,Serviced",Upper Hill,"Golf Course,Bus Stop,Shopping Centre,Hospital,Scenic View,School",140000,Serviced 1 Bed Apartment with En Suite in Upper Hill
3,2,"Balcony,CCTV,Electric Fence,Borehole,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator,Gym,Gated Community,Kids Play Area,Pet Friendly","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet",Upper Hill,"Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite in Upper Hill
2,2,"Gym,Parking,Electric Fence,CCTV,Borehole,Swimming Pool","En Suite,Backup Generator,Service Charge Included,Walk In Closet","kilimani, Kilimani","School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",90000,2 Bed Apartment with En Suite at Kilimani
4,4,"Balcony,CCTV,Garden,Staff Quarters,Parking,Lift/Elevator,Swimming Pool,Gym","Backup Generator,En Suite,Fibre Internet,Furnished,Alarm","Westlands Area, Westlands","Scenic View,School,Shopping Centre,Hospital",470750,Furnished 4 Bed Apartment with En Suite in Westlands Area
2,2,"CCTV,Electric Fence,Balcony,Borehole,Wheelchair Access,Swimming Pool,Parking,Lift/Elevator,Gym,Gated Community,Pet Friendly","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet","Westlands Area, Westlands","Hospital,Golf Course,Bus Stop,Shopping Centre,Scenic View,School",250000,Furnished 2 Bed Apartment with En Suite in Westlands Area
2,2,"Balcony,CCTV,Borehole,Swimming Pool,Parking,Gym,Kids Play Area","Backup Generator,En Suite,Fibre Internet,Furnished,Walk In Closet,Serviced","Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",180000,Serviced 2 Bed Apartment with En Suite in Westlands Area
5,5,"BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Kids Play Area,Gym,Gated Community,Balcony,Staff Quarters","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","General mathenge, 01, Westlands Area, Westlands","Hospital,Golf Course,Bus Stop,Scenic View,School,Shopping Centre",350000,5 Bed Apartment with En Suite at General Mathenge
2,4,"Garden,Swimming Pool,Parking,Pet Friendly,Gym,Balcony,Electric Fence,Staff Quarters,Lift/Elevator","Service Charge Included,Backup Generator,En Suite,Fibre Internet","westland, Westlands Area, Westlands","Shopping Centre,Hospital,School",250000,4 Bed Apartment with En Suite at Westland
3,3,"CCTV,Electric Fence,Borehole,Staff Quarters,Parking,Lift/Elevator,BBQ,Balcony","En Suite,Fibre Internet,Walk In Closet,Service Charge Included,Backup Generator","General Mathenge, 01, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",150000,3 Bed Apartment with En Suite at General Mathenge
3,3,"Balcony,Gym,Kids Play Area,Lift/Elevator,BBQ,CCTV,Parking,Pet Friendly,Staff Quarters,Swimming Pool,Borehole,Wheelchair Access,Electric Fence","Alarm,Service Charge Included,Walk In Closet,Backup Generator,Fibre Internet,En Suite,Furnished",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",350000,Furnished 3 Bed Apartment with En Suite in Kileleshwa
2,2,,,Ruaka,,40000,2 Bed Apartment in Ruaka
4,4,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Staff Quarters,Swimming Pool,Parking,Wheelchair Access,Gated Community,Pet Friendly,Kids Play Area","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Peponi Road, Westlands Area, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",540000,Serviced 4 Bed Apartment with En Suite at Peponi Road
3,3,"Parking,Balcony,Garden",En Suite,Thika Road,,280000,3 Bed Apartment with En Suite in Thika Road
1,1,"Balcony,Parking","Furnished,En Suite","Spring Valley, Westlands",,145000,Furnished 1 Bed Apartment with En Suite in Spring Valley
2,3,"Balcony,CCTV,Electric Fence,Borehole,Swimming Pool,Parking,Lift/Elevator,Gym,Kids Play Area","Backup Generator,En Suite,Fibre Internet,Walk In Closet","hatheru road, Lavington","Bus Stop,Shopping Centre,Hospital,Scenic View,School",85000,3 Bed Apartment with En Suite at Hatheru Road
1,1,"Balcony,CCTV,Electric Fence,Gym,Lift/Elevator,Parking,Swimming Pool","Backup Generator,Furnished,Serviced,Service Charge Included,Fibre Internet","Westlands Area, Westlands",,150000,Serviced 1 Bed Apartment with Swimming Pool in Westlands Area
3,3,"Balcony,Gated Community,Kids Play Area,Lift/Elevator,Parking,CCTV,Electric Fence,Staff Quarters,Borehole,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,Fibre Internet,En Suite","Westlands Area, Westlands","Shopping Centre,Bus Stop,Scenic View,School,Hospital",140000,3 Bed Apartment with En Suite in Westlands Area
2,2,"Balcony,Gym,Kids Play Area,Lift/Elevator,Parking,CCTV,Electric Fence,Borehole,Swimming Pool,Wheelchair Access","Service Charge Included,Alarm,Backup Generator,Walk In Closet,Fibre Internet,Furnished,En Suite,Serviced",Lavington,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",200000,Serviced 2 Bed Apartment with En Suite in Lavington
1,1,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,School",150000,Furnished 1 Bed Apartment with En Suite in Westlands Area
5,5,"BBQ,CCTV,Electric Fence,Borehole,Staff Quarters,Parking,Kids Play Area,Lift/Elevator,Gym,Gated Community,Swimming Pool,Balcony","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included,Alarm","General Mathenge, 01, Westlands","Golf Course,Hospital,Scenic View,School,Bus Stop,Shopping Centre",350000,5 Bed Apartment with En Suite at General Mathenge
3,3,"Balcony,Electric Fence,Borehole,Gym,Lift/Elevator,Parking","Backup Generator,En Suite,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet",Kilimani,"Hospital,Shopping Centre",220000,Serviced 3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,CCTV,Electric Fence,Borehole,Lift/Elevator,Parking","Backup Generator,Fibre Internet,Furnished,Serviced,Service Charge Included",Valley Arcade,"Bus Stop,Scenic View,School",180000,Serviced 2 Bed Apartment with Borehole in Valley Arcade
5,5,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access,Kids Play Area","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet",Kileleshwa,"Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",350000,5 Bed Apartment with En Suite in Kileleshwa
2,2,"CCTV,Electric Fence,Borehole,Garden,BBQ,Parking,Staff Quarters,Swimming Pool,Lift/Elevator,Balcony,Pet Friendly,Kids Play Area,Gated Community","Walk In Closet,Service Charge Included,En Suite,Fibre Internet,Backup Generator","kitisuru, 01, Kitisuru, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",70000,2 Bed Apartment with En Suite at Kitisuru
4,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Kids Play Area,Pet Friendly","Alarm,En Suite,Backup Generator,Fibre Internet,Furnished,Serviced,Service Charge Included,Walk In Closet","Riverside, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",350000,Serviced 3 Bed Apartment with En Suite in Riverside
3,3,"BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Balcony,Gated Community,Gym,Swimming Pool,Staff Quarters","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","Riverside, 01, Westlands","Golf Course,Hospital,Scenic View,School,Bus Stop,Shopping Centre",200000,3 Bed Apartment with En Suite at Riverside
5,5,"BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Kids Play Area,Gated Community,Balcony,Staff Quarters,Garden","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included,Aircon,Alarm","General mathenge, 01, General Mathenge, Westlands","Hospital,Golf Course,Bus Stop,Shopping Centre,Scenic View,School",350000,5 Bed Apartment with En Suite at General Mathenge
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,School",250000,Furnished 2 Bed Apartment with En Suite in Kileleshwa
2,2,"Balcony,Parking","En Suite,Furnished","Westlands Area, Westlands",,170000,Furnished 2 Bed Apartment with En Suite in Westlands Area
4,4,"Parking,Balcony","En Suite,Furnished","Westlands Area, Westlands",,270000,Furnished 4 Bed Apartment with En Suite in Westlands Area
3,3,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,School",250000,Furnished 3 Bed Apartment with En Suite in Westlands Area
1,1,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","Westlands Area, Westlands","Bus Stop,Shopping Centre,Hospital,School",180000,Furnished 1 Bed Apartment with En Suite in Westlands Area
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet","Nyari, Westlands","Bus Stop,Shopping Centre,Hospital,School",160000,2 Bed Apartment with En Suite in Nyari
4,4,"Balcony,CCTV,Electric Fence,Borehole,Garden,Swimming Pool,Wheelchair Access,Staff Quarters,Parking,Lift/Elevator,Kids Play Area,Pet Friendly","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet",Lavington,"Hospital,Scenic View,School,Shopping Centre,Bus Stop",250000,4 Bed Apartment with En Suite in Lavington
3,3,"Balcony,Kids Play Area,BBQ,CCTV,Parking,Pet Friendly,Electric Fence,Borehole,Staff Quarters,Lift/Elevator,Gym,Garden,Wheelchair Access","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet",Kilimani,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",150000,3 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Electric Fence,Swimming Pool,Borehole,Wheelchair Access","Service Charge Included,Alarm,Backup Generator,Walk In Closet,En Suite,Fibre Internet,Furnished",Kilimani,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",180000,Furnished 2 Bed Apartment with En Suite in Kilimani
1,1,"Balcony,CCTV,Parking,Kids Play Area,Gated Community",Service Charge Included,Buruburu,"Bus Stop,Shopping Centre,Hospital,School",24000,1 Bed Apartment with Parking in Buruburu
2,2,"Parking,Balcony","En Suite,Furnished",Kilimani,,203861,Furnished 2 Bed Apartment with En Suite in Kilimani
1,1,"Lift/Elevator,Balcony,Gym,Kids Play Area,Pet Friendly,Parking,CCTV,Electric Fence,Borehole,Garden,Swimming Pool","Service Charge Included,Backup Generator,Alarm,En Suite,Fibre Internet,Furnished","Kindaruma road, Kilimani","Bus Stop,Shopping Centre,Hospital,Scenic View,School",130000,Furnished 1 Bed Apartment with En Suite at Kindaruma Road
3,3,"Balcony,Lift/Elevator,Kids Play Area,Parking,CCTV,Gym,Electric Fence,Staff Quarters,Borehole,Swimming Pool,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kilimani,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",300000,3 Bed Apartment with En Suite in Kilimani
3,3,"Balcony,Garden",En Suite,"Kitisuru, Westlands",,475677,3 Bed Apartment with En Suite in Kitisuru
2,2,"Balcony,Gym,Lift/Elevator,Kids Play Area,CCTV,Parking,Electric Fence,Borehole,Swimming Pool,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kilimani,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",180000,Furnished 2 Bed Apartment with En Suite in Kilimani
2,2,"Electric Fence,CCTV,Lift/Elevator,Balcony,Parking,Borehole,Gym","En Suite,Walk In Closet,Service Charge Included,Backup Generator",Kileleshwa,"School,Scenic View,Hospital,Golf Course,Bus Stop,Shopping Centre",80000,2 Bed Apartment with En Suite in Kileleshwa
4,4,"Balcony,Kids Play Area,Lift/Elevator,CCTV,Parking,Staff Quarters,Electric Fence,Borehole,Swimming Pool,Wheelchair Access","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet",Kilimani,"Shopping Centre,Bus Stop,Hospital,Scenic View,School",250000,4 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Kids Play Area,Lift/Elevator,Gym,Electric Fence,CCTV,Parking,Staff Quarters,Borehole,Wheelchair Access,Swimming Pool,Garden","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Furnished,Fibre Internet,Serviced",Kilimani,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",250000,Serviced 2 Bed Apartment with En Suite in Kilimani
2,2,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Serviced","Nyari, Westlands","Bus Stop,Shopping Centre,Hospital,School",280000,Serviced 2 Bed Apartment with En Suite in Nyari
3,3,"Balcony,Kids Play Area,Lift/Elevator,CCTV,Parking,Swimming Pool,Staff Quarters,Electric Fence,Wheelchair Access,Borehole,Gym","Alarm,Service Charge Included,Walk In Closet,Backup Generator,En Suite,Fibre Internet,Furnished",Kilimani,"Shopping Centre,Bus Stop,Hospital,Scenic View,School",300000,Furnished 3 Bed Apartment with En Suite in Kilimani
2,3,"Balcony,Garden,Parking",En Suite,"Runda, Westlands",,271816,3 Bed Apartment with En Suite in Runda
3,3,"Balcony,Garden",En Suite,"Runda, Westlands",,150000,3 Bed Apartment with En Suite in Runda
1,1,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Parking,Staff Quarters,Wheelchair Access,Gated Community,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Furnished,Service Charge Included,Walk In Closet",Lavington,"Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",100000,Furnished 1 Bed Apartment with En Suite at Lavington
4,4,"BBQ,CCTV,Electric Fence,Borehole,Parking,Lift/Elevator,Kids Play Area,Staff Quarters,Swimming Pool,Pet Friendly,Balcony,Gated Community","Backup Generator,En Suite,Fibre Internet,Walk In Closet,Service Charge Included","General Mathenge, 01, Westlands","Bus Stop,Golf Course,Hospital,Scenic View,School,Shopping Centre",350000,4 Bed Apartment with En Suite at General Mathenge
3,3,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished",Lavington,"Shopping Centre,Bus Stop,Hospital,School",180000,Furnished 3 Bed Apartment with En Suite in Lavington
4,4,"Balcony,Gym,Lift/Elevator,Parking,CCTV,Swimming Pool","Alarm,Backup Generator,En Suite,Fibre Internet","Spring Valley, Westlands","Bus Stop,Shopping Centre,Hospital,School",450000,4 Bed Apartment with En Suite in Spring Valley
4,4,"Balcony,CCTV,Electric Fence,Borehole,Gym,Lift/Elevator,Parking,Staff Quarters,Swimming Pool,Wheelchair Access","Alarm,Backup Generator,En Suite,Fibre Internet,Walk In Closet","westlands, Westlands Area, Westlands","Bus Stop,Hospital,Scenic View,School,Shopping Centre",450000,4 Bed Apartment with En Suite at Westlands
3,3,"Garden,Swimming Pool,Staff Quarters,Parking,CCTV,Kids Play Area,Balcony,Gym","Alarm,Backup Generator,En Suite,Fibre Internet,Furnished","kilimani, 01, Kilimani","Bus Stop,Shopping Centre,Hospital,School",325000,Furnished 3 Bed Apartment with En Suite at Kilimani
3,3,"Balcony,BBQ,CCTV,Electric Fence,Borehole,Garden,Wheelchair Access,Swimming Pool,Staff Quarters,Parking,Lift/Elevator,Gym,Gated Community,Kids Play Area,Pet Friendly","Aircon,Alarm,Backup Generator,En Suite,Fibre Internet,Service Charge Included,Walk In Closet",Kileleshwa,"Bus Stop,Shopping Centre,Hospital,Scenic View,School",130000,3 Bed Apartment with En Suite in Kileleshwa
